id_estudiante,semestre,edad,sexo,departamento_origen,zona_origen,estrato,tipo_colegio,percentil_saber11,programa,trabaja,horas_trabajo_semana,personas_a_cargo,ingreso_hogar_smlmv,apoyo_financiero,fuente_financiacion,tiempo_desplazamiento_min,creditos_matriculados,promedio_academico,asistencia_pct,actividad_lms_pct,materias_perdidas,materias_canceladas,mora_financiera,acompanamiento_bienestar,creditos_prev_matriculados,creditos_prev_aprobados,pct_creditos_prev_aprobados,probabilidad_latente_desercion,deserta_siguiente_periodo
EST-01360,1,17,Hombre,Valle del Cauca,Rural,2,Privado,44,Ingeniería de Sistemas,No,0,0,1.03,Sí,Crédito educativo,33,16,3.87,98.3,74,0,0,No,No,,,,0.0468,No
EST-01361,2,18,Hombre,Bolívar,Urbana,2,Privado,20,Derecho,No,0,0,0.92,No,Crédito educativo,35,18,3.19,92.1,66,3,0,No,No,18,12,66.7,0.3627,No
EST-01362,1,18,Mujer,Santander,Urbana,1,Oficial,37,Diseño,No,0,0,0.88,No,Mixto,27,19,2.51,86.8,80,0,0,No,No,,,,0.207,No
EST-01363,1,20,Mujer,Antioquia,Urbana,3,Oficial,46,Derecho,No,0,0,2.63,Sí,Mixto,21,18,3.62,91.2,86,1,0,No,No,,,,0.0393,No
EST-01364,1,20,Hombre,Quindío,Urbana,2,Privado,61,Administración,No,0,0,2.11,No,Crédito educativo,43,16,3.45,85.1,65,0,1,No,Sí,,,,0.1012,No
EST-01365,1,23,Hombre,Santander,Urbana,4,Privado,65,Psicología,No,0,1,6.52,No,Crédito educativo,16,15,3.58,95.1,98,0,0,No,No,,,,0.0922,No
EST-01366,2,16,Hombre,Cundinamarca,Urbana,2,Oficial,40,Administración,No,0,0,0.68,No,Crédito educativo,28,18,2.34,78.3,62,0,0,No,No,16,16,100,0.2577,No
EST-01367,1,18,Hombre,Bogotá D.C.,Urbana,2,Oficial,54,Derecho,No,0,0,2.36,Sí,Mixto,33,15,2.98,78,63,0,0,No,No,,,,0.0788,No
EST-01368,2,20,Hombre,Antioquia,Urbana,3,Privado,72,Derecho,No,0,0,1.53,Sí,Mixto,46,19,3.32,95.5,49,0,0,No,No,18,18,100,0.0162,No
EST-01369,1,19,Hombre,Valle del Cauca,Urbana,1,Oficial,39,Ingeniería de Sistemas,Sí,13,0,0.7,No,Recursos familiares,41,18,2.06,91.1,78,0,0,No,No,,,,0.1967,No
EST-01370,1,21,Hombre,Bogotá D.C.,Urbana,2,Privado,60,Administración,Sí,16,0,2.12,Sí,Beca / subsidio,60,16,2.34,86.1,69,2,0,No,No,,,,0.2469,No
EST-01371,1,19,Mujer,Cundinamarca,Rural,1,Oficial,51,Comunicación,No,0,0,1.3,No,Recursos familiares,20,16,2.83,93.5,57,1,0,Sí,No,,,,0.3327,No
EST-01372,2,21,Hombre,Boyacá,Urbana,2,Privado,51,Administración,No,0,0,1.06,No,Crédito educativo,5,19,4.03,94.6,86,0,0,Sí,No,18,18,100,0.1254,No
EST-01373,1,19,Mujer,Quindío,Rural,1,Oficial,35,Comunicación,No,0,0,1.27,Sí,Mixto,74,18,3.26,94.9,86,0,0,Sí,No,,,,0.089,No
EST-01374,1,19,Hombre,Norte de Santander,Urbana,3,Oficial,55,Ingeniería Industrial,No,0,0,1.68,No,Beca / subsidio,35,18,4.01,90.8,90,0,0,No,No,,,,0.043,No
EST-01375,1,21,Mujer,Bogotá D.C.,Urbana,2,Oficial,50,Negocios Internacionales,No,0,0,1.47,No,Crédito educativo,41,17,3.25,92.7,50,2,0,No,No,,,,0.1974,No
EST-01376,2,19,Mujer,Bogotá D.C.,Urbana,2,Oficial,15,Psicología,No,0,0,1.83,No,Mixto,71,18,3.42,85.5,72,0,0,No,Sí,20,20,100,0.0638,No
EST-01377,1,20,Hombre,Santander,Urbana,1,Oficial,78,Negocios Internacionales,Sí,24,0,1.36,No,Crédito educativo,57,16,3.55,97.4,72,0,0,No,No,,,,0.122,No
EST-01378,2,19,Mujer,Magdalena,Urbana,2,Privado,52,Psicología,Sí,27,0,1.07,No,Crédito educativo,13,18,3.07,83.4,38,0,0,Sí,Sí,18,18,100,0.2927,No
EST-01379,2,21,Mujer,Boyacá,Urbana,2,Privado,67,Ingeniería de Sistemas,No,0,0,1.07,No,Recursos familiares,60,17,2.83,97.4,57,0,0,No,No,18,18,100,0.0983,No
EST-01380,1,19,Hombre,Cundinamarca,Urbana,3,Oficial,42,Diseño,No,0,0,4.48,No,Recursos familiares,23,17,3.35,89.5,65,0,0,No,No,,,,0.0982,No
EST-01381,2,18,Hombre,Bogotá D.C.,Urbana,2,Privado,32,Administración,Sí,19,0,2.12,Sí,Mixto,83,18,2.42,81.6,54,0,0,Sí,No,20,20,100,0.2367,No
EST-01382,1,19,Mujer,Antioquia,Urbana,2,Oficial,47,Administración,No,0,0,1.37,No,Recursos familiares,5,15,3.84,82.6,53,0,0,Sí,No,,,,0.2237,Sí
EST-01383,1,21,Mujer,Bolívar,Urbana,4,Privado,68,Contaduría,Sí,19,0,5.99,No,Recursos familiares,13,18,3.78,94.5,73,0,0,No,No,,,,0.0566,No
EST-01384,1,18,Mujer,Bogotá D.C.,Urbana,3,Privado,37,Contaduría,Sí,21,0,2.04,No,Recursos familiares,75,19,3.56,100,76,1,0,No,No,,,,0.1214,No
EST-01385,1,25,Mujer,Tolima,Urbana,2,Oficial,70,Ingeniería Industrial,No,0,0,1.39,No,Crédito educativo,42,18,3.7,90.4,67,0,0,No,No,,,,0.128,Sí
EST-01386,1,21,Mujer,Valle del Cauca,Urbana,5,Oficial,49,Negocios Internacionales,No,0,0,4.02,Sí,Beca / subsidio,45,16,3.75,94.5,72,0,0,No,No,,,,0.0694,No
EST-01387,2,21,Hombre,Norte de Santander,Rural,2,Privado,61,Administración,No,0,0,1.13,No,Recursos familiares,72,20,3.15,79.6,65,0,0,Sí,No,16,16,100,0.2285,No
EST-01388,2,20,Hombre,Quindío,Rural,2,Oficial,38,Administración,No,0,0,1.1,No,Crédito educativo,12,18,3.69,85.8,66,0,0,No,No,14,14,100,0.1005,No
EST-01389,1,24,Mujer,Cauca,Urbana,2,Oficial,3,Ingeniería Industrial,No,0,0,3.05,No,Crédito educativo,5,18,2.68,89.8,74,0,0,No,Sí,,,,0.197,No
EST-01390,1,24,Hombre,Santander,Urbana,1,Oficial,59,Psicología,Sí,28,0,0.69,Sí,Beca / subsidio,33,18,3.85,89.9,100,0,1,Sí,No,,,,0.1192,No
EST-01391,1,17,Mujer,Valle del Cauca,Urbana,2,Privado,59,Diseño,Sí,5,0,1.41,No,Recursos familiares,58,18,3.05,100,61,0,0,No,No,,,,0.1663,No
EST-01392,1,19,Mujer,Valle del Cauca,Urbana,3,Oficial,75,Derecho,No,0,0,3.01,Sí,Mixto,55,18,2.81,86.4,62,0,0,No,No,,,,0.0734,No
EST-01393,1,19,Mujer,Tolima,Urbana,1,Oficial,59,Psicología,Sí,15,0,0.56,No,Crédito educativo,44,18,3.32,86.1,71,0,0,Sí,No,,,,0.2414,No
EST-01394,2,20,Mujer,Atlántico,Urbana,1,Oficial,42,Ingeniería de Sistemas,No,0,0,1.37,No,Crédito educativo,64,16,3.24,88.3,70,0,0,No,No,14,14,100,0.1123,No
EST-01395,1,20,Mujer,Valle del Cauca,Urbana,2,Oficial,21,Psicología,Sí,19,0,1.39,Sí,Mixto,63,19,2.86,85.1,64,0,0,No,No,,,,0.0952,Sí
EST-01396,2,30,Mujer,Norte de Santander,Rural,1,Oficial,49,Comunicación,Sí,46,1,0.93,No,Crédito educativo,101,18,1.97,72.4,56,1,0,Sí,No,20,18,90,0.8111,Sí
EST-01397,1,19,Hombre,Tolima,Rural,1,Oficial,76,Diseño,No,0,0,0.61,Sí,Recursos familiares,105,17,3.79,92.1,77,0,0,No,No,,,,0.0664,No
EST-01398,2,20,Mujer,Bogotá D.C.,Urbana,2,Oficial,36,Ingeniería Industrial,Sí,22,0,0.99,Sí,Recursos familiares,40,17,3.86,90.5,80,0,0,No,No,14,14,100,0.0509,No
EST-01399,1,22,Mujer,Huila,Urbana,3,Privado,72,Comunicación,Sí,18,0,2.82,Sí,Mixto,55,18,3.4,93.3,74,0,0,No,No,,,,0.0736,No
EST-01400,2,22,Mujer,Antioquia,Rural,1,Oficial,19,Administración,Sí,4,0,0.98,No,Crédito educativo,12,20,2.47,83.1,51,1,0,Sí,Sí,20,18,90,0.3545,No
EST-01401,2,19,Hombre,Antioquia,Urbana,2,Privado,56,Contaduría,No,0,0,0.8,No,Beca / subsidio,34,17,3.93,86.8,86,0,2,No,No,16,13,81.2,0.15,No
EST-01402,1,21,Hombre,Boyacá,Urbana,1,Oficial,18,Ingeniería de Sistemas,No,0,0,1.07,Sí,Beca / subsidio,30,15,3.26,89,80,0,0,Sí,No,,,,0.0925,No
EST-01403,1,20,Mujer,Bolívar,Urbana,2,Privado,44,Administración,Sí,12,0,1.8,No,Recursos familiares,30,18,2.86,84.3,84,0,0,No,No,,,,0.1235,No
EST-01404,1,19,Hombre,Bolívar,Urbana,2,Privado,51,Ingeniería de Sistemas,No,0,0,1.63,No,Crédito educativo,47,14,2.5,91.3,68,0,0,No,No,,,,0.2216,No
EST-01405,2,22,Hombre,Cesar,Urbana,4,Privado,74,Psicología,No,0,0,5.46,No,Recursos familiares,78,17,2.65,97,65,3,0,No,Sí,14,8,57.1,0.3581,Sí
EST-01406,2,34,Hombre,Santander,Urbana,2,Oficial,44,Enfermería,Sí,39,0,0.96,Sí,Beca / subsidio,10,19,2.85,84.1,55,0,1,No,Sí,16,15,93.8,0.1224,Sí
EST-01407,2,19,Mujer,Risaralda,Urbana,4,Privado,85,Ingeniería de Sistemas,No,0,0,5.49,No,Recursos familiares,15,18,3.71,100,64,0,0,No,No,16,15,93.8,0.0629,No
EST-01408,1,20,Hombre,Antioquia,Rural,1,Oficial,53,Psicología,Sí,20,0,0.63,No,Crédito educativo,59,16,3.31,86.9,72,0,0,No,No,,,,0.124,No
EST-01409,2,20,Mujer,Risaralda,Rural,2,Privado,25,Derecho,No,0,0,1.87,Sí,Recursos familiares,81,18,2.19,91.2,63,1,0,No,Sí,20,17,85,0.2005,No
EST-01410,1,19,Mujer,Bogotá D.C.,Urbana,3,Oficial,48,Comunicación,No,0,0,1.07,No,Mixto,88,18,4.09,84.3,80,0,0,No,No,,,,0.0953,No
EST-01411,1,22,Mujer,Cundinamarca,Rural,4,Privado,46,Contaduría,No,0,0,5.72,Sí,Beca / subsidio,84,19,3.13,90.8,60,1,0,No,No,,,,0.2049,No
EST-01412,2,19,Mujer,Nariño,Urbana,2,Privado,38,Negocios Internacionales,No,0,0,2.15,No,Crédito educativo,18,20,2.99,85.5,62,0,0,No,No,18,18,100,0.1092,No
EST-01413,1,19,Mujer,Magdalena,Urbana,2,Oficial,77,Contaduría,No,0,0,2.06,Sí,Mixto,46,18,4.41,93.2,79,0,0,No,No,,,,0.0487,No
EST-01414,1,24,Hombre,Otro,Rural,3,Oficial,47,Ingeniería de Sistemas,Sí,8,0,2.39,No,Mixto,20,20,2.94,90.7,62,0,0,No,No,,,,0.1167,No
EST-01415,1,18,Hombre,Valle del Cauca,Urbana,1,Oficial,82,Enfermería,No,0,0,1.53,No,Recursos familiares,64,20,3.85,100,58,0,0,Sí,No,,,,0.1882,No
EST-01416,1,21,Hombre,Otro,Urbana,3,Oficial,40,Ingeniería Industrial,Sí,24,0,2.45,No,Recursos familiares,41,19,3.51,88.8,77,0,0,No,No,,,,0.1116,No
EST-01417,2,21,Mujer,Atlántico,Urbana,3,Privado,63,Contaduría,No,0,0,1.35,No,Beca / subsidio,33,18,2.68,81.5,53,1,0,No,No,18,17,94.4,0.2281,No
EST-01418,2,19,Mujer,Magdalena,Rural,2,Oficial,55,Derecho,No,0,0,1.16,No,Crédito educativo,47,18,4.16,88,87,0,0,No,No,16,16,100,0.0895,No
EST-01419,1,17,Hombre,Valle del Cauca,Urbana,3,Oficial,36,Psicología,No,0,0,2.72,No,Recursos familiares,52,18,3.53,82.2,57,0,0,No,No,,,,0.1118,Sí
EST-01420,2,18,Hombre,Valle del Cauca,Urbana,3,Privado,48,Contaduría,Sí,22,0,1.69,Sí,Mixto,18,14,2.88,93.5,82,0,0,No,No,14,14,100,0.0398,No
EST-01421,2,22,Hombre,Cauca,Urbana,1,Oficial,57,Diseño,Sí,23,0,0.48,No,Crédito educativo,38,17,3.45,86.4,91,0,1,Sí,No,18,17,94.4,0.1948,No
EST-01422,2,16,Mujer,Antioquia,Urbana,3,Privado,72,Enfermería,No,0,0,2.98,No,Crédito educativo,5,18,3.29,87.2,74,0,0,No,No,18,18,100,0.102,No
EST-01423,2,21,Hombre,Atlántico,Urbana,2,Oficial,75,Negocios Internacionales,Sí,16,0,1.29,Sí,Recursos familiares,43,14,3.37,96.6,54,0,2,No,No,18,16,88.9,0.1204,No
EST-01424,2,22,Hombre,Valle del Cauca,Urbana,4,Oficial,54,Contaduría,Sí,23,0,2.44,No,Crédito educativo,86,16,3.16,85.6,68,2,2,No,No,16,9,56.2,0.4189,Sí
EST-01425,1,22,Mujer,Valle del Cauca,Urbana,1,Oficial,35,Ingeniería de Sistemas,Sí,23,0,1.07,No,Recursos familiares,56,18,2.91,87.5,53,0,0,No,No,,,,0.1483,No
EST-01426,2,18,Mujer,Antioquia,Urbana,4,Privado,56,Enfermería,No,0,0,2.5,No,Recursos familiares,20,19,3.95,98.5,64,0,0,No,No,18,18,100,0.0694,No
EST-01427,1,19,Hombre,Valle del Cauca,Urbana,2,Oficial,36,Enfermería,No,0,0,1.49,No,Recursos familiares,27,16,4.09,90.2,67,0,0,No,No,,,,0.0775,No
EST-01428,1,20,Hombre,Bogotá D.C.,Urbana,2,Privado,83,Psicología,No,0,0,1.74,Sí,Beca / subsidio,49,18,4.02,98,70,0,0,No,No,,,,0.0307,No
EST-01429,1,20,No binario / otro,Bolívar,Rural,1,Oficial,59,Administración,Sí,8,0,1.21,No,Crédito educativo,57,17,4.09,81.5,82,0,0,Sí,No,,,,0.252,No
EST-01430,1,19,Mujer,Bogotá D.C.,Urbana,3,Oficial,45,Administración,No,0,0,2.03,No,Crédito educativo,23,14,3.37,98.6,80,0,1,No,No,,,,0.1159,No
EST-01431,1,19,Hombre,Bogotá D.C.,Urbana,2,Oficial,30,Psicología,No,0,0,1.53,No,Recursos familiares,61,16,2.75,90,65,0,0,Sí,No,,,,0.3675,Sí
EST-01432,1,19,Mujer,Valle del Cauca,Rural,5,Privado,63,Enfermería,No,0,0,5.94,No,Recursos familiares,64,17,3.43,91,100,1,2,Sí,No,,,,0.2283,Sí
EST-01433,1,22,Hombre,Bolívar,Urbana,1,Oficial,53,Psicología,No,0,0,0.98,No,Crédito educativo,5,16,2.76,92.1,36,0,0,Sí,No,,,,0.4481,Sí
EST-01434,1,22,Mujer,Otro,Urbana,1,Oficial,53,Derecho,No,0,0,0.99,Sí,Beca / subsidio,54,18,2.7,80.1,55,4,0,Sí,No,,,,0.5016,No
EST-01435,2,19,Hombre,Magdalena,Urbana,2,Oficial,27,Derecho,Sí,10,0,0.94,Sí,Mixto,16,15,2.68,87.5,81,0,0,No,No,20,19,95,0.06,No
EST-01436,1,19,Mujer,Nariño,Rural,2,Privado,61,Comunicación,No,0,0,1.96,No,Crédito educativo,63,15,2.95,86.3,82,0,0,Sí,No,,,,0.3002,Sí
EST-01437,1,24,Hombre,Valle del Cauca,Rural,2,Oficial,3,Diseño,No,0,0,1.16,No,Beca / subsidio,38,20,3.62,100,83,0,0,No,No,,,,0.141,No
EST-01438,2,26,Hombre,Valle del Cauca,Rural,1,Oficial,42,Administración,Sí,15,0,1.08,Sí,Beca / subsidio,103,16,3.36,79.1,100,0,0,Sí,Sí,18,18,100,0.1474,No
EST-01439,1,20,Mujer,Córdoba,Urbana,3,Oficial,14,Derecho,No,0,0,1.43,No,Beca / subsidio,40,18,2.84,82.4,86,0,0,No,No,,,,0.1097,No
EST-01440,1,18,Hombre,Meta,Rural,2,Privado,54,Enfermería,No,0,0,0.82,No,Crédito educativo,58,20,3.99,97.7,95,0,0,No,No,,,,0.0919,No
EST-01441,1,19,Mujer,Caldas,Rural,4,Privado,39,Comunicación,No,0,0,4.09,No,Crédito educativo,157,19,2.48,87.4,80,0,0,No,No,,,,0.2769,No
EST-01442,2,17,Hombre,Tolima,Urbana,1,Oficial,34,Psicología,No,0,0,2.27,No,Crédito educativo,55,14,3.24,81.7,68,0,0,No,No,14,14,100,0.1514,No
EST-01443,2,20,Mujer,Santander,Urbana,1,Oficial,66,Administración,No,0,0,0.53,No,Crédito educativo,46,16,3.68,91.2,81,0,0,No,No,16,16,100,0.0975,No
EST-01444,2,20,No binario / otro,Caldas,Rural,2,Oficial,32,Contaduría,Sí,17,0,2.32,Sí,Recursos familiares,87,14,3.45,80.5,42,0,0,Sí,No,18,18,100,0.1902,No
EST-01445,2,18,Mujer,Meta,Rural,2,Privado,72,Administración,No,0,0,1.66,Sí,Mixto,77,18,3.65,99.1,100,0,2,No,No,18,17,94.4,0.0101,No
EST-01446,1,20,Mujer,Nariño,Rural,2,Privado,57,Contaduría,No,0,0,2.39,Sí,Beca / subsidio,78,18,3.33,87.4,83,0,0,No,No,,,,0.0655,No
EST-01447,2,20,Mujer,Caldas,Urbana,2,Oficial,40,Derecho,No,0,0,0.97,Sí,Mixto,7,18,4.02,87.6,85,0,0,Sí,No,18,18,100,0.0527,No
EST-01448,1,25,Mujer,Cauca,Urbana,4,Privado,74,Administración,Sí,37,0,2.6,No,Mixto,31,18,3.8,77,76,0,0,No,No,,,,0.1692,No
EST-01449,1,21,Hombre,Atlántico,Urbana,3,Oficial,73,Ingeniería de Sistemas,No,0,0,3.32,No,Mixto,58,16,3.12,94.7,68,0,0,No,No,,,,0.0975,No
EST-01450,1,17,Mujer,Bolívar,Urbana,3,Oficial,37,Ingeniería de Sistemas,Sí,17,0,2.26,Sí,Mixto,48,14,3.04,90.6,74,0,0,No,No,,,,0.1136,No
EST-01451,2,20,Hombre,Valle del Cauca,Urbana,2,Oficial,57,Enfermería,Sí,18,0,3.34,No,Mixto,19,16,3.58,86.4,89,0,0,Sí,No,18,18,100,0.1431,No
EST-01452,2,19,Mujer,Santander,Urbana,2,Oficial,32,Administración,No,0,0,1.58,Sí,Beca / subsidio,17,18,3.62,98.6,69,3,0,No,No,18,12,66.7,0.1898,No
EST-01453,2,21,Mujer,Atlántico,Rural,1,Oficial,34,Ingeniería de Sistemas,Sí,6,0,0.92,No,Crédito educativo,135,16,2.71,83.2,68,0,0,No,No,16,16,100,0.2645,No
EST-01454,1,19,Mujer,Huila,Urbana,2,Oficial,53,Comunicación,No,0,0,1.24,Sí,Mixto,20,15,3.15,87.5,58,0,0,No,No,,,,0.0822,No
EST-01455,1,18,Hombre,Bolívar,Urbana,2,Oficial,39,Ingeniería Industrial,No,0,0,2.96,No,Mixto,5,18,2.92,86.6,68,0,0,No,No,,,,0.1424,No
EST-01456,1,25,Mujer,Cauca,Urbana,2,Privado,49,Negocios Internacionales,Sí,20,0,1.13,Sí,Beca / subsidio,47,17,3.01,87.7,72,0,0,No,No,,,,0.0876,No
EST-01457,2,24,Mujer,Valle del Cauca,Urbana,3,Privado,52,Psicología,No,0,0,1.73,No,Recursos familiares,12,18,3.54,83.8,69,0,1,No,No,18,17,94.4,0.1038,No
EST-01458,2,20,Hombre,Atlántico,Urbana,3,Privado,44,Enfermería,No,0,0,1.53,No,Crédito educativo,42,20,3.46,77.7,96,1,0,No,No,16,14,87.5,0.0802,No
EST-01459,1,20,Mujer,Atlántico,Urbana,1,Oficial,3,Enfermería,No,0,0,1.21,Sí,Beca / subsidio,57,15,3.57,92.9,41,0,0,No,No,,,,0.0914,No
EST-01460,2,18,Mujer,Santander,Urbana,4,Oficial,55,Diseño,No,0,0,2.97,Sí,Recursos familiares,31,14,3.79,86.2,79,0,0,No,No,18,18,100,0.0301,No
EST-01461,2,20,Mujer,Cundinamarca,Urbana,2,Oficial,85,Contaduría,No,0,0,1.26,No,Crédito educativo,36,16,3.5,96.7,58,1,0,Sí,No,18,16,88.9,0.243,No
EST-01462,1,20,Mujer,Bogotá D.C.,Urbana,2,Privado,58,Psicología,No,0,0,1.3,No,Recursos familiares,90,17,2.94,90.3,41,0,0,No,No,,,,0.2169,Sí
EST-01463,2,23,Mujer,Bogotá D.C.,Urbana,1,Oficial,25,Administración,Sí,13,3,1.84,No,Beca / subsidio,24,18,2.72,88.2,72,0,0,No,No,16,16,100,0.2142,No
EST-01464,1,19,Mujer,Cundinamarca,Urbana,2,Oficial,15,Diseño,No,0,0,1.67,Sí,Beca / subsidio,47,16,2.64,90.5,73,1,0,No,No,,,,0.1298,No
EST-01465,1,20,Hombre,Santander,Rural,4,Privado,66,Enfermería,No,0,0,4.7,No,Crédito educativo,82,19,4.15,87,99,0,0,No,No,,,,0.1078,No
EST-01466,1,17,Hombre,Bogotá D.C.,Urbana,2,Oficial,37,Administración,No,0,0,2.18,No,Beca / subsidio,43,19,3.75,82.5,75,0,0,Sí,Sí,,,,0.257,Sí
EST-01467,1,20,Hombre,Cundinamarca,Rural,2,Oficial,63,Contaduría,No,0,0,2.57,No,Mixto,30,17,3.52,83.3,61,0,0,No,No,,,,0.114,No
EST-01468,1,20,Mujer,Atlántico,Rural,2,Privado,48,Diseño,No,0,0,1.29,No,Mixto,57,20,3.63,96.2,68,0,0,Sí,No,,,,0.2332,No
EST-01469,2,19,Hombre,Cundinamarca,Urbana,2,Oficial,66,Derecho,Sí,7,0,1.34,No,Mixto,70,20,2.94,85.5,60,3,0,No,No,20,15,75,0.2871,No
EST-01470,1,17,Hombre,Valle del Cauca,Urbana,2,Oficial,88,Contaduría,No,0,0,0.83,Sí,Beca / subsidio,14,19,3.11,91.6,98,0,0,No,Sí,,,,0.0709,No
EST-01471,1,20,Mujer,Bogotá D.C.,Urbana,2,Oficial,54,Psicología,No,0,0,3.08,No,Recursos familiares,49,16,3.37,82.6,93,0,0,No,No,,,,0.0974,No
EST-01472,1,24,Mujer,Antioquia,Urbana,2,Privado,74,Contaduría,No,0,0,1.6,No,Recursos familiares,51,18,3.81,87.7,65,0,0,No,No,,,,0.1238,No
EST-01473,1,25,Mujer,Caldas,Urbana,2,Privado,70,Ingeniería de Sistemas,Sí,29,2,1.58,Sí,Recursos familiares,33,18,3.5,90,56,0,0,No,No,,,,0.1364,No
EST-01474,1,20,Mujer,Antioquia,Urbana,3,Oficial,27,Ingeniería Industrial,No,0,0,0.89,No,Mixto,34,18,3.23,81.4,67,0,0,No,No,,,,0.0816,No
EST-01475,2,19,Hombre,Bogotá D.C.,Urbana,3,Oficial,25,Ingeniería de Sistemas,No,0,0,2.84,No,Beca / subsidio,61,20,3.16,89.5,76,1,0,No,No,18,16,88.9,0.1369,No
EST-01476,2,20,Hombre,Antioquia,Urbana,2,Oficial,32,Ingeniería Industrial,No,0,0,1.45,No,Recursos familiares,22,15,3.22,97.4,72,0,0,Sí,No,18,17,94.4,0.2058,No
EST-01477,2,17,Mujer,Nariño,Rural,1,Oficial,72,Enfermería,No,0,0,1.4,Sí,Crédito educativo,135,17,3.34,82.7,47,1,0,No,Sí,16,15,93.8,0.1087,No
EST-01478,2,19,Hombre,Nariño,Urbana,3,Oficial,74,Psicología,No,0,0,1.44,Sí,Beca / subsidio,25,19,3.78,89.1,88,0,0,No,No,18,17,94.4,0.0522,No
EST-01479,2,19,Hombre,Cesar,Urbana,2,Oficial,39,Administración,No,0,0,1.23,Sí,Recursos familiares,21,20,3.21,91.8,69,0,0,No,No,18,17,94.4,0.0585,No
EST-01480,2,19,Hombre,Bogotá D.C.,Urbana,1,Oficial,21,Diseño,No,0,0,0.91,No,Crédito educativo,78,16,2.95,87.4,90,0,0,No,Sí,18,18,100,0.1196,No
EST-01481,1,24,Hombre,Atlántico,Urbana,3,Privado,58,Ingeniería Industrial,Sí,31,0,3.73,No,Crédito educativo,49,15,3.49,93.4,64,0,0,No,No,,,,0.1182,Sí
EST-01482,1,22,Hombre,Atlántico,Urbana,2,Privado,48,Negocios Internacionales,Sí,22,1,1.16,No,Crédito educativo,11,18,3.14,90,90,0,0,No,No,,,,0.1289,No
EST-01483,2,20,Hombre,Tolima,Urbana,3,Oficial,42,Ingeniería de Sistemas,No,0,0,2.55,No,Beca / subsidio,32,18,3.33,90.5,61,0,0,No,No,18,18,100,0.0693,No
EST-01484,2,21,Hombre,Atlántico,Rural,3,Oficial,62,Enfermería,No,0,0,3.8,No,Recursos familiares,46,16,3.51,83.1,74,1,0,No,No,16,15,93.8,0.0708,No
EST-01485,2,23,Mujer,Bogotá D.C.,Urbana,2,Privado,60,Negocios Internacionales,No,0,0,2.38,Sí,Beca / subsidio,73,18,3.5,85.6,76,0,0,Sí,No,16,16,100,0.0818,No
EST-01486,1,19,Mujer,Boyacá,Urbana,3,Oficial,59,Administración,No,0,0,1.86,No,Recursos familiares,23,18,3.4,87.8,83,0,0,Sí,Sí,,,,0.1065,No
EST-01487,2,27,Hombre,Nariño,Urbana,3,Privado,83,Enfermería,Sí,29,2,2.58,No,Mixto,42,18,3.81,83,79,0,0,No,No,18,18,100,0.1519,No
EST-01488,1,21,Mujer,Bogotá D.C.,Urbana,5,Oficial,62,Derecho,No,0,0,9.37,No,Recursos familiares,80,18,3.64,86.8,78,0,0,No,No,,,,0.0984,No
EST-01489,2,19,Hombre,Valle del Cauca,Urbana,6,Oficial,72,Psicología,No,0,1,11.68,No,Recursos familiares,9,20,2.93,81.3,64,1,1,No,No,18,14,77.8,0.2171,Sí
EST-01490,1,23,Mujer,Córdoba,Urbana,1,Oficial,63,Contaduría,No,0,0,1.02,No,Crédito educativo,60,19,3.64,95.9,81,0,0,Sí,No,,,,0.1884,No
EST-01491,2,19,Hombre,Magdalena,Urbana,4,Oficial,68,Derecho,No,0,0,3.3,No,Recursos familiares,60,15,2.89,90.6,63,0,0,No,No,18,17,94.4,0.0951,No
EST-01492,1,17,Hombre,Tolima,Urbana,4,Oficial,68,Administración,No,0,0,5.87,No,Recursos familiares,41,18,3.85,85.7,76,0,0,No,No,,,,0.074,Sí
EST-01493,1,19,Hombre,Bogotá D.C.,Urbana,4,Privado,59,Contaduría,Sí,20,0,4.82,No,Mixto,33,20,3.68,80.6,78,0,1,No,No,,,,0.1558,No
EST-01494,1,20,Hombre,Bolívar,Rural,1,Oficial,69,Derecho,No,0,0,0.8,No,Crédito educativo,90,14,3.18,97.1,71,0,0,No,No,,,,0.2485,No
EST-01495,2,17,Hombre,Bogotá D.C.,Urbana,1,Oficial,51,Enfermería,No,0,0,0.69,No,Recursos familiares,73,18,3.84,92.7,100,0,0,Sí,No,20,19,95,0.1581,No
EST-01496,1,19,Mujer,Antioquia,Urbana,2,Oficial,43,Ingeniería Industrial,Sí,7,0,0.93,No,Crédito educativo,16,20,2.23,96.4,55,0,0,No,No,,,,0.2108,Sí
EST-01497,2,18,Hombre,Bogotá D.C.,Urbana,1,Oficial,54,Comunicación,No,0,0,0.73,Sí,Recursos familiares,53,18,3.12,83.6,77,0,0,No,Sí,14,14,100,0.0423,No
EST-01498,1,21,Hombre,Bogotá D.C.,Urbana,2,Oficial,28,Ingeniería de Sistemas,No,0,0,1.04,No,Crédito educativo,34,18,3.57,86.5,80,0,0,No,No,,,,0.1482,No
EST-01499,2,19,Hombre,Antioquia,Urbana,1,Oficial,61,Comunicación,No,0,0,0.8,Sí,Recursos familiares,55,16,3.11,100,54,0,0,No,No,18,18,100,0.0626,No
EST-01500,1,23,Mujer,Antioquia,Urbana,2,Oficial,68,Administración,Sí,16,1,2.1,Sí,Recursos familiares,52,18,3.53,99.4,84,0,0,No,No,,,,0.0715,No
